ID,X,Y
reactions_1013,"{'reactant': 'C([O:9][C@@H:10]1[C@H:14]([O:15]C(=O)C2C=CC=CC=2)[C@@H:13]([C:24]([NH:26][CH2:27][CH3:28])=[O:25])[O:12][C@H:11]1[N:29]1[CH:37]=[N:36][C:35]2[C:30]1=[N:31][C:32]([I:55])=[N:33][C:34]=2[NH:38][CH2:39][CH:40]([CH2:48][C:49]1[CH:54]=[CH:53][CH:52]=[CH:51][CH:50]=1)[CH2:41][C:42]1[CH:47]=[CH:46][CH:45]=[CH:44][CH:43]=1)(=O)C1C=CC=CC=1.C(=O)([O-])[O-].[Na+].[Na+]', 'catalyst': 'CO', 'product': '[CH2:48]([CH:40]([CH2:41][C:42]1[CH:47]=[CH:46][CH:45]=[CH:44][CH:43]=1)[CH2:39][NH:38][C:34]1[N:33]=[C:32]([I:55])[N:31]=[C:30]2[C:35]=1[N:36]=[CH:37][N:29]2[C@@H:11]1[O:12][C@H:13]([C:24]([NH:26][CH2:27][CH3:28])=[O:25])[C@@H:14]([OH:15])[C@H:10]1[OH:9])[C:49]1[CH:54]=[CH:53][CH:52]=[CH:51][CH:50]=1'}",86%
reactions_1014,"{'reactant': '[Cl-].[Al+3].[Cl-].[Cl-].[Cl:5][CH2:6][CH2:7][CH2:8][C:9](Cl)=[O:10].[C:12]1([CH:18]([CH3:20])[CH3:19])[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1', 'catalyst': 'C(Cl)Cl', 'product': '[Cl:5][CH2:6][CH2:7][CH2:8][C:9]([C:15]1[CH:16]=[CH:17][C:12]([CH:18]([CH3:20])[CH3:19])=[CH:13][CH:14]=1)=[O:10]'}",86%
reactions_1015,"{'reactant': '[Cl:1][CH2:2][CH2:3][CH2:4][C:5](Cl)=[O:6].[C:8]1([CH3:14])[CH:13]=[CH:12][CH:11]=[CH:10][CH:9]=1', 'catalyst': '', 'product': '[Cl:1][CH2:2][CH2:3][CH2:4][C:5]([C:11]1[CH:12]=[CH:13][C:8]([CH3:14])=[CH:9][CH:10]=1)=[O:6]'}",95%
reactions_1016,"{'reactant': '[Cl:1][CH2:2][CH2:3][CH2:4][C:5]([C:7]1[CH:12]=[CH:11][C:10]([CH:13]([CH3:15])[CH3:14])=[CH:9][CH:8]=1)=[O:6].[Br:16]([O-])(=O)=O.[Na+].[Br-].[Na+]', 'catalyst': 'C(Cl)Cl.O.S(S([O-])(=O)=O)([O-])(=O)=O.[Na+].[Na+]', 'product': '[Br:16][C:13]([C:10]1[CH:9]=[CH:8][C:7]([C:5](=[O:6])[CH2:4][CH2:3][CH2:2][Cl:1])=[CH:12][CH:11]=1)([CH3:15])[CH3:14]'}",99%
reactions_1017,"{'reactant': '[CH3:1][C:2]([C:7]1[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=1)([CH3:6])[C:3](O)=[O:4].S(Cl)(Cl)=O.C(=O)([O-])[O-].[K+].[K+].Cl.[CH3:24][NH:25][O:26][CH3:27].Cl', 'catalyst': 'C1(C)C=CC=CC=1.O.C(OC)(C)(C)C', 'product': '[CH3:27][O:26][N:25]([CH3:24])[C:3](=[O:4])[C:2]([CH3:6])([C:7]1[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=1)[CH3:1]'}",95%
reactions_1018,"{'reactant': '[Al+3].[Cl-].[Cl-].[Cl-].[Cl:5][CH2:6][CH2:7][CH2:8][C:9](Cl)=[O:10].[CH3:12][O:13][N:14]([CH3:26])[C:15](=[O:25])[C:16]([CH3:24])([C:18]1[CH:23]=[CH:22][CH:21]=[CH:20][CH:19]=1)[CH3:17]', 'catalyst': 'C(Cl)Cl', 'product': '[CH3:12][O:13][N:14]([CH3:26])[C:15](=[O:25])[C:16]([C:18]1[CH:23]=[CH:22][C:21]([C:9](=[O:10])[CH2:8][CH2:7][CH2:6][Cl:5])=[CH:20][CH:19]=1)([CH3:24])[CH3:17]'}",63%
reactions_1019,"{'reactant': '[CH3:1][C:2]([C:7]1[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=1)([CH3:6])[C:3](O)=[O:4].S(Cl)(Cl)=O.C(=O)([O-])[O-].[K+].[K+].Cl.[CH3:24][NH:25][CH3:26].Cl', 'catalyst': 'C1(C)C=CC=CC=1.O.C(OC)(C)(C)C', 'product': '[CH3:24][N:25]([CH3:26])[C:3](=[O:4])[C:2]([CH3:6])([C:7]1[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=1)[CH3:1]'}",88%
reactions_1020,"{'reactant': '[Al+3].[Cl-].[Cl-].[Cl-].[Cl:5][CH2:6][CH2:7][CH2:8][C:9](Cl)=[O:10].[CH3:12][N:13]([CH3:25])[C:14](=[O:24])[C:15]([CH3:23])([C:17]1[CH:22]=[CH:21][CH:20]=[CH:19][CH:18]=1)[CH3:16]', 'catalyst': 'C(Cl)(Cl)(Cl)Cl.C(Cl)Cl', 'product': '[CH3:25][N:13]([CH3:12])[C:14](=[O:24])[C:15]([C:17]1[CH:18]=[CH:19][C:20]([C:9](=[O:10])[CH2:8][CH2:7][CH2:6][Cl:5])=[CH:21][CH:22]=1)([CH3:23])[CH3:16]'}",72%
reactions_1021,"{'reactant': '[Al+3].[Cl-].[Cl-].[Cl-].[Cl:5][CH2:6][CH2:7][CH2:8][C:9](Cl)=[O:10].[CH3:12][C:13]([C:18]1[CH:23]=[CH:22][CH:21]=[CH:20][CH:19]=1)([CH3:17])[C:14]([OH:16])=[O:15].[N:24]1([C:29]([NH2:31])=[O:30])[CH2:28][CH2:27][CH2:26][CH2:25]1', 'catalyst': 'C(Cl)(Cl)(Cl)Cl', 'product': '[N:24]1([C:29]([NH2:31])=[O:30])[CH2:28][CH2:27][CH2:26][CH2:25]1.[Cl:5][CH2:6][CH2:7][CH2:8][C:9]([C:21]1[CH:22]=[CH:23][C:18]([C:13]([CH3:17])([CH3:12])[C:14]([OH:16])=[O:15])=[CH:19][CH:20]=1)=[O:10]'}",78%
reactions_1022,"{'reactant': '[Cl:1][CH2:2][CH2:3][CH2:4][C:5]([C:7]1[CH:12]=[CH:11][C:10]([C:13]([CH3:18])([CH3:17])[C:14]([OH:16])=[O:15])=[CH:9][CH:8]=1)=[O:6].[CH3:19]O', 'catalyst': 'Cl', 'product': '[Cl:1][CH2:2][CH2:3][CH2:4][C:5]([C:7]1[CH:12]=[CH:11][C:10]([C:13]([CH3:18])([CH3:17])[C:14]([O:16][CH3:19])=[O:15])=[CH:9][CH:8]=1)=[O:6]'}",94%
reactions_1023,"{'reactant': '[Cl:1][CH2:2][CH2:3][CH2:4][C:5]([C:7]1[CH:12]=[CH:11][C:10]([C:13]([CH3:18])([CH3:17])[C:14]([OH:16])=[O:15])=[CH:9][CH:8]=1)=[O:6].[C:19](=O)([O-])[O-].[K+].[K+].S(OC)(OC)(=O)=O', 'catalyst': 'C(#N)C', 'product': '[Cl:1][CH2:2][CH2:3][CH2:4][C:5]([C:7]1[CH:12]=[CH:11][C:10]([C:13]([CH3:18])([CH3:17])[C:14]([O:16][CH3:19])=[O:15])=[CH:9][CH:8]=1)=[O:6]'}",89%
reactions_1024,"{'reactant': '[Mg].[C:2](=[O:4])=[O:3].Cl.Br[C:7]([C:10]1[CH:15]=[CH:14][C:13]([C:16](=[O:21])[CH2:17][CH2:18][CH2:19][Cl:20])=[CH:12][CH:11]=1)([CH3:9])[CH3:8].ClC(C1C=CC(C(=O)CCCCl)=CC=1)(C)C', 'catalyst': 'C(#N)C.[Br-].C([N+](CC)(CC)CC)C.[Ag]', 'product': '[Cl:20][CH2:19][CH2:18][CH2:17][C:16]([C:13]1[CH:12]=[CH:11][C:10]([C:7]([CH3:9])([CH3:8])[C:2]([OH:4])=[O:3])=[CH:15][CH:14]=1)=[O:21]'}",66%
reactions_1025,"{'reactant': '[CH:1]1([C:4]([C:6]2[CH:11]=[CH:10][C:9]([C:12]([CH3:20])(C)[C:13](N(C)OC)=O)=[CH:8][CH:7]=2)=[O:5])[CH2:3][CH2:2]1.[BrH:21].[C:22](=[O:25])([O-])[OH:23].[Na+]', 'catalyst': 'O', 'product': '[Br:21][CH2:3][CH2:2][CH2:1][C:4]([C:6]1[CH:11]=[CH:10][C:9]([C:12]([CH3:20])([CH3:13])[C:22]([OH:23])=[O:25])=[CH:8][CH:7]=1)=[O:5]'}",95%
reactions_1026,"{'reactant': '[Cl:1][CH2:2][CH2:3][CH2:4][C:5]([C:7]1[CH:12]=[CH:11][C:10]([C:13]([CH3:20])([CH3:19])[C:14]([O:16][CH2:17][CH3:18])=[O:15])=[CH:9][CH:8]=1)=[O:6].[C:21]1([C:27]([C:35]2[CH:40]=[CH:39][CH:38]=[CH:37][CH:36]=2)([CH:29]2[CH2:34][CH2:33][NH:32][CH2:31][CH2:30]2)[OH:28])[CH:26]=[CH:25][CH:24]=[CH:23][CH:22]=1.Cl', 'catalyst': 'C1(C)C(C)=CC=CC=1', 'product': '[ClH:1].[OH:28][C:27]([C:35]1[CH:40]=[CH:39][CH:38]=[CH:37][CH:36]=1)([C:21]1[CH:22]=[CH:23][CH:24]=[CH:25][CH:26]=1)[CH:29]1[CH2:34][CH2:33][N:32]([CH2:2][CH2:3][CH2:4][C:5]([C:7]2[CH:12]=[CH:11][C:10]([C:13]([CH3:20])([CH3:19])[C:14]([O:16][CH2:17][CH3:18])=[O:15])=[CH:9][CH:8]=2)=[O:6])[CH2:31][CH2:30]1'}",70%
reactions_1027,"{'reactant': '[Cl:1][CH2:2][CH2:3][CH2:4][C:5]([C:7]1[CH:12]=[CH:11][C:10]([C:13]([CH3:19])([CH3:18])[C:14]([O:16][CH3:17])=[O:15])=[CH:9][CH:8]=1)=[O:6].[C:20]1([C:26]([C:34]2[CH:39]=[CH:38][CH:37]=[CH:36][CH:35]=2)([CH:28]2[CH2:33][CH2:32][NH:31][CH2:30][CH2:29]2)[OH:27])[CH:25]=[CH:24][CH:23]=[CH:22][CH:21]=1', 'catalyst': 'C1(C)C=CC=CC=1', 'product': '[ClH:1].[OH:27][C:26]([C:34]1[CH:39]=[CH:38][CH:37]=[CH:36][CH:35]=1)([C:20]1[CH:21]=[CH:22][CH:23]=[CH:24][CH:25]=1)[CH:28]1[CH2:33][CH2:32][N:31]([CH2:2][CH2:3][CH2:4][C:5]([C:7]2[CH:12]=[CH:11][C:10]([C:13]([CH3:19])([CH3:18])[C:14]([O:16][CH3:17])=[O:15])=[CH:9][CH:8]=2)=[O:6])[CH2:30][CH2:29]1'}",76%
reactions_1028,"{'reactant': '[C:1]1([CH3:16])[CH:6]=[CH:5][C:4]([C:7]2[CH:15]=[CH:14][CH:13]=[CH:12][C:8]=2[C:9]([OH:11])=[O:10])=[CH:3][CH:2]=1.S(=O)(=O)(O)O.[CH3:22][C:23]([CH3:25])=[CH2:24]', 'catalyst': 'CCOCC', 'product': '[C:1]1([CH3:16])[CH:2]=[CH:3][C:4]([C:7]2[CH:15]=[CH:14][CH:13]=[CH:12][C:8]=2[C:9]([O:11][C:23]([CH3:25])([CH3:24])[CH3:22])=[O:10])=[CH:5][CH:6]=1'}",94%
reactions_1029,"{'reactant': '[CH2:1]([Mg]Cl)[CH2:2][CH2:3][CH3:4].C(Cl)(Cl)Cl.C(=O)=O.[CH2:14]([O:16][C:17]([N:19]=[C:20]=[S:21])=[O:18])[CH3:15]', 'catalyst': 'O1CCCC1.CCOCC', 'product': '[CH2:14]([O:16][C:17]([NH:19][C:20](=[S:21])[CH2:1][CH2:2][CH2:3][CH3:4])=[O:18])[CH3:15]'}",58%
reactions_1030,"{'reactant': '[C:1](Cl)(=[O:5])[C:2](Cl)=O.[NH3:7].[C:8]1([CH3:14])[CH:13]=[CH:12][CH:11]=[CH:10][CH:9]=1', 'catalyst': '', 'product': '[C:8]1([CH3:14])[CH:13]=[CH:12][C:11]([C:12]2[CH:13]=[CH:8][CH:9]=[CH:10][C:2]=2[C:1]([NH2:7])=[O:5])=[CH:10][CH:9]=1'}",84%
reactions_1031,"{'reactant': '[C:1]1([CH3:16])[CH:6]=[CH:5][C:4]([C:7]2[CH:15]=[CH:14][CH:13]=[CH:12][C:8]=2[C:9]([NH2:11])=O)=[CH:3][CH:2]=1.S(Cl)(Cl)=O', 'catalyst': '', 'product': '[C:1]1([CH3:16])[CH:6]=[CH:5][C:4]([C:7]2[CH:15]=[CH:14][CH:13]=[CH:12][C:8]=2[C:9]#[N:11])=[CH:3][CH:2]=1'}",64%
reactions_1032,"{'reactant': '[N:1]1[C:8]([Cl:9])=[N:7][C:5]([Cl:6])=[N:4][C:2]=1[Cl:3].[Cl-].[Al+3].[Cl-].[Cl-].[OH-].[Na+].[C:16]1([CH3:23])[CH:21]=[CH:20][CH:19]=[C:18]([CH3:22])[CH:17]=1', 'catalyst': 'ClC1C=CC=CC=1', 'product': '[N:1]1[C:8]([Cl:9])=[N:7][C:5]([Cl:6])=[N:4][C:2]=1[Cl:3].[Cl:3][C:2]1[N:4]=[C:5]([C:21]2[CH:20]=[CH:19][C:18]([CH3:22])=[CH:17][C:16]=2[CH3:23])[N:7]=[C:8]([C:21]2[CH:20]=[CH:19][C:18]([CH3:22])=[CH:17][C:16]=2[CH3:23])[N:1]=1.[CH3:23][C:16]1[CH:17]=[C:18]([CH3:22])[CH:19]=[CH:20][C:21]=1[C:2]1[N:4]=[C:5]([C:21]2[CH:20]=[CH:19][C:18]([CH3:22])=[CH:17][C:16]=2[CH3:23])[N:7]=[C:8]([C:21]2[CH:20]=[CH:19][C:18]([CH3:22])=[CH:17][C:16]=2[CH3:23])[N:1]=1'}",91%
reactions_1033,"{'reactant': '[N:1]1[C:8]([Cl:9])=[N:7][C:5]([Cl:6])=[N:4][C:2]=1[Cl:3].[Cl-].[Al+3].[Cl-].[Cl-].[OH-].[Al+3].[OH-].[OH-].[C:18]1([CH3:25])[CH:23]=[CH:22][CH:21]=[C:20]([CH3:24])[CH:19]=1', 'catalyst': 'ClC1C=CC=CC=1', 'product': '[N:1]1[C:8]([Cl:9])=[N:7][C:5]([Cl:6])=[N:4][C:2]=1[Cl:3].[Cl:3][C:2]1[N:4]=[C:5]([C:23]2[CH:22]=[CH:21][C:20]([CH3:24])=[CH:19][C:18]=2[CH3:25])[N:7]=[C:8]([C:23]2[CH:22]=[CH:21][C:20]([CH3:24])=[CH:19][C:18]=2[CH3:25])[N:1]=1.[CH3:25][C:18]1[CH:19]=[C:20]([CH3:24])[CH:21]=[CH:22][C:23]=1[C:2]1[N:4]=[C:5]([C:23]2[CH:22]=[CH:21][C:20]([CH3:24])=[CH:19][C:18]=2[CH3:25])[N:7]=[C:8]([C:23]2[CH:22]=[CH:21][C:20]([CH3:24])=[CH:19][C:18]=2[CH3:25])[N:1]=1'}",98%
reactions_1034,"{'reactant': '[C:1]1([CH:8]=[CH:7][CH:6]=[C:4]([OH:5])[CH:3]=1)[OH:2].Cl[C:10]1[N:15]=[C:14]([C:16]2[CH:21]=[CH:20][C:19]([CH3:22])=[C:18]([CH3:23])[CH:17]=2)[N:13]=[C:12]([C:24]2[CH:29]=[CH:28][C:27]([CH3:30])=[C:26]([CH3:31])[CH:25]=2)[N:11]=1', 'catalyst': '', 'product': '[OH:2][C:1]1[CH:3]=[C:4]([OH:5])[CH:6]=[CH:7][C:8]=1[C:10]1[N:15]=[C:14]([C:16]2[CH:21]=[CH:20][C:19]([CH3:22])=[C:18]([CH3:23])[CH:17]=2)[N:13]=[C:12]([C:24]2[CH:29]=[CH:28][C:27]([CH3:30])=[C:26]([CH3:31])[CH:25]=2)[N:11]=1'}",83%
reactions_1035,"{'reactant': 'Cl.[N+:2]([C:5]1[CH:9]=[N:8][NH:7][C:6]=1[NH2:10])([O-:4])=[O:3].[CH3:11][CH:12]([C:16](=O)[CH3:17])[C:13](=O)[CH3:14]', 'catalyst': 'C(O)(=O)C', 'product': '[CH3:14][C:13]1[C:12]([CH3:11])=[C:16]([CH3:17])[N:7]2[N:8]=[CH:9][C:5]([N+:2]([O-:4])=[O:3])=[C:6]2[N:10]=1'}",80%
reactions_1036,"{'reactant': '[CH3:1][CH:2]([C:6](=O)[CH3:7])[C:3](=O)[CH3:4].[NH2:9][C:10]1[CH:14]=[C:13]([CH3:15])[NH:12][N:11]=1', 'catalyst': 'C(O)(=O)C', 'product': '[CH3:15][C:13]1[CH:14]=[C:10]2[N:9]=[C:3]([CH3:4])[C:2]([CH3:1])=[C:6]([CH3:7])[N:11]2[N:12]=1'}",85.7%
reactions_1037,"{'reactant': '[CH3:1][C:2]1[C:13]([N+:14]([O-])=O)=[C:5]2[N:6]=[C:7]([CH3:12])[C:8]([CH3:11])=[C:9]([CH3:10])[N:4]2[N:3]=1.[Cl-:17].[NH4+]', 'catalyst': '[Zn].C(O)C', 'product': '[ClH:17].[CH3:1][C:2]1[C:13]([NH2:14])=[C:5]2[N:6]=[C:7]([CH3:12])[C:8]([CH3:11])=[C:9]([CH3:10])[N:4]2[N:3]=1'}",88.2%
reactions_1038,"{'reactant': '[CH3:1][C:2]([CH3:13])([C:4](=O)[CH2:5][C:6](=O)[C:7]([CH3:10])([CH3:9])[CH3:8])[CH3:3].Cl.[N+:15]([C:18]1[CH:22]=[N:21][NH:20][C:19]=1[NH2:23])([O-:17])=[O:16]', 'catalyst': 'C(O)(=O)C', 'product': '[C:2]([C:4]1[CH:5]=[C:6]([C:7]([CH3:10])([CH3:9])[CH3:8])[N:20]2[N:21]=[CH:22][C:18]([N+:15]([O-:17])=[O:16])=[C:19]2[N:23]=1)([CH3:13])([CH3:3])[CH3:1]'}",46%
reactions_1039,"{'reactant': '[CH3:1][C:2]1[C:11]2[C:6](=[CH:7][CH:8]=[CH:9][CH:10]=2)[C:5]([CH3:12])=[CH:4][CH:3]=1.BrN1[C:18](=O)[CH2:17][CH2:16][C:15]1=O.[C:31](OO[C:31](=O)[C:32]1[CH:37]=[CH:36][CH:35]=[CH:34][CH:33]=1)(=O)[C:32]1[CH:37]=[CH:36][CH:35]=[CH:34][CH:33]=1.O.[C:40](Cl)(Cl)(Cl)Cl', 'catalyst': '', 'product': '[CH2:1]1[C:2]2[C:11]3[C:6]([C:5](=[CH:4][CH:3]=2)[CH2:12][CH2:40][C:31]2[C:32]4[C:33]([C:16](=[CH:17][CH:18]=2)[CH2:15]1)=[CH:34][CH:35]=[CH:36][CH:37]=4)=[CH:7][CH:8]=[CH:9][CH:10]=3'}",86%
reactions_1040,"{'reactant': '[C:1]1([C:11]2[CH:12]=[C:13](Br)[CH:14]=[C:15]([C:17]3[C:26]4[C:21](=[CH:22][CH:23]=[CH:24][CH:25]=4)[CH:20]=[CH:19][CH:18]=3)[CH:16]=2)[C:10]2[C:5](=[CH:6][CH:7]=[CH:8][CH:9]=2)[CH:4]=[CH:3][CH:2]=1.[Mg].Br[CH2:30][CH2:31]Br.I[C:34]1[CH:39]=[CH:38][C:37]([C:40]2[CH:45]=[CH:44][C:43](I)=[CH:42][CH:41]=2)=[CH:36][CH:35]=1', 'catalyst': 'C1COCC1', 'product': '[C:1]1([C:11]2[CH:12]=[C:13]([C:34]3[CH:39]=[CH:38][C:37]([C:40]4[CH:45]=[C:44]([C:4]5[C:5]6[C:10](=[CH:9][CH:8]=[CH:7][CH:6]=6)[CH:1]=[CH:2][CH:3]=5)[C:43]([C:11]5[CH:12]=[CH:13][CH:14]=[CH:15][CH:16]=5)=[C:42]([C:20]5[C:30]6[C:31](=[CH:19][CH:18]=[CH:17][CH:26]=6)[CH:23]=[CH:22][CH:21]=5)[CH:41]=4)=[CH:36][CH:35]=3)[CH:14]=[C:15]([C:17]3[C:26]4[C:21](=[CH:22][CH:23]=[CH:24][CH:25]=4)[CH:20]=[CH:19][CH:18]=3)[CH:16]=2)[C:10]2[C:5](=[CH:6][CH:7]=[CH:8][CH:9]=2)[CH:4]=[CH:3][CH:2]=1'}",81%
reactions_1041,"{'reactant': '[CH3:1][C:2]1[CH:7]=[CH:6][N:5]=[C:4]([C:8]2[CH:13]=[C:12]([CH3:14])[CH:11]=[CH:10][N:9]=2)[CH:3]=1.[Se](=O)=[O:16]', 'catalyst': 'O1CCOCC1', 'product': '[CH:1]([C:2]1[CH:7]=[CH:6][N:5]=[C:4]([C:8]2[CH:13]=[C:12]([CH3:14])[CH:11]=[CH:10][N:9]=2)[CH:3]=1)=[O:16]'}",46 to 53%
reactions_1042,"{'reactant': '[F:1][C:2]1[CH:7]=[CH:6][C:5]([CH:8]([C:15]2[CH:20]=[CH:19][C:18]([F:21])=[CH:17][CH:16]=2)[N:9]2[CH2:14][CH2:13][NH:12][CH2:11][CH2:10]2)=[CH:4][CH:3]=1.[Cl:22][CH2:23][CH2:24][O:25][CH2:26][C:27]([NH2:29])=[O:28].C(=O)([O-])[O-].[Na+].[Na+]', 'catalyst': 'C1(C)C(C)=CC=CC=1', 'product': '[ClH:22].[ClH:22].[F:21][C:18]1[CH:19]=[CH:20][C:15]([CH:8]([C:5]2[CH:4]=[CH:3][C:2]([F:1])=[CH:7][CH:6]=2)[N:9]2[CH2:10][CH2:11][N:12]([CH2:23][CH2:24][O:25][CH2:26][C:27]([NH2:29])=[O:28])[CH2:13][CH2:14]2)=[CH:16][CH:17]=1'}",90%
reactions_1043,"{'reactant': '[OH:1][CH2:2][CH2:3][NH:4][C:5](=[O:14])[O:6][CH2:7][C:8]1[CH:13]=[CH:12][CH:11]=[CH:10][CH:9]=1.O[N:16]1[C:20](=[O:21])[C:19]2=[CH:22][CH:23]=[CH:24][CH:25]=[C:18]2[C:17]1=[O:26].C1(P(C2C=CC=CC=2)C2C=CC=CC=2)C=CC=CC=1.N(C(OCC)=O)=NC(OCC)=O', 'catalyst': 'O1CCCC1.C(OCC)(=O)C', 'product': '[CH2:7]([O:6][C:5]([NH:4][CH2:3][CH2:2][O:1][N:16]1[C:17](=[O:26])[C:18]2=[CH:25][CH:24]=[CH:23][CH:22]=[C:19]2[C:20]1=[O:21])=[O:14])[C:8]1[CH:9]=[CH:10][CH:11]=[CH:12][CH:13]=1'}",91%
reactions_1044,"{'reactant': '[CH2:1]([O:8][C:9]([NH:11][CH2:12][CH2:13][O:14][N:15]1C(=O)C2=CC=CC=C2C1=O)=[O:10])[C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1.O1CCCC1.CN', 'catalyst': 'C(O)C', 'product': '[CH2:1]([O:8][C:9]([NH:11][CH2:12][CH2:13][O:14][NH2:15])=[O:10])[C:2]1[CH:3]=[CH:4][CH:5]=[CH:6][CH:7]=1'}",95%
reactions_1045,"{'reactant': '[CH2:1]([O:8][C:9]([NH:11][CH2:12][CH2:13][O:14]N)=[O:10])[C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1.[C:16]([O:20][C:21]([NH:23][C:24](C1C=CNN=1)=[N:25][C:26]([O:28][C:29]([CH3:32])([CH3:31])[CH3:30])=[O:27])=[O:22])([CH3:19])([CH3:18])[CH3:17].C[N:39](C)C=O', 'catalyst': '', 'product': '[C:29]([O:28][C:26]([N:25]([O:14][CH2:13][CH2:12][NH:11][C:9]([O:8][CH2:1][C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1)=[O:10])[C:24]([NH:23][C:21]([O:20][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:22])=[NH:39])=[O:27])([CH3:30])([CH3:31])[CH3:32]'}",93%
reactions_1046,"{'reactant': '[C:1]([O:5][C:6]([N:8]([O:19][CH2:20][CH2:21][NH:22]C(OCC1C=CC=CC=1)=O)[C:9]([NH:11][C:12]([O:14][C:15]([CH3:18])([CH3:17])[CH3:16])=[O:13])=[NH:10])=[O:7])([CH3:4])([CH3:3])[CH3:2]', 'catalyst': '[Pd].C(O)C.O1CCCC1', 'product': '[C:1]([O:5][C:6]([N:8]([O:19][CH2:20][CH2:21][NH2:22])[C:9]([NH:11][C:12]([O:14][C:15]([CH3:17])([CH3:16])[CH3:18])=[O:13])=[NH:10])=[O:7])([CH3:4])([CH3:3])[CH3:2]'}",61%
reactions_1047,"{'reactant': 'C[Si]([C:5]#[N:6])(C)C.[CH2:7]([NH:14][CH2:15][C:16]([OH:18])=[O:17])[C:8]1[CH:13]=[CH:12][CH:11]=[CH:10][CH:9]=1.[CH:19](=O)[CH3:20].C(Cl)[Cl:23]', 'catalyst': '', 'product': '[ClH:23].[CH2:7]([N:14]([CH:19]([C:5]#[N:6])[CH3:20])[CH2:15][C:16]([OH:18])=[O:17])[C:8]1[CH:13]=[CH:12][CH:11]=[CH:10][CH:9]=1'}",100%
reactions_1048,"{'reactant': '[C:1]([Cl:6])(=O)[C:2](Cl)=[O:3].[ClH:7].C([N:15]([CH:20]([C:22]#[N:23])[CH3:21])CC(O)=O)C1C=CC=CC=1.[C:24]([O:27][CH2:28][CH3:29])(=[O:26])[CH3:25].Cl[C:31]1[CH:36]=[CH:35]C=[CH:33][C:32]=1Cl', 'catalyst': 'CCCCCC', 'product': '[CH2:28]([O:27][C:24]([CH2:25][N:15]1[C:20]([CH3:21])=[C:22]([Cl:7])[N:23]=[C:1]([Cl:6])[C:2]1=[O:3])=[O:26])[C:29]1[CH:35]=[CH:36][CH:31]=[CH:32][CH:33]=1'}",55%
reactions_1049,"{'reactant': '[C:1]1([C:7]2([C:11]#[N:12])[CH2:10][CH2:9][CH2:8]2)[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=1.[H-].[Al+3].[Li+].[H-].[H-].[H-]', 'catalyst': 'O1CCCC1', 'product': '[C:1]1([C:7]2([CH2:11][NH2:12])[CH2:10][CH2:9][CH2:8]2)[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=1'}",53%
reactions_1050,"{'reactant': 'Cl.[F:2][C:3]1[CH:16]=[CH:15][C:6]([C:7]([CH:9]2[CH2:14][CH2:13][NH:12][CH2:11][CH2:10]2)=[O:8])=[CH:5][CH:4]=1.[C:17](O[C:17]([O:19][C:20]([CH3:23])([CH3:22])[CH3:21])=[O:18])([O:19][C:20]([CH3:23])([CH3:22])[CH3:21])=[O:18].C([O-])([O-])=O.[Na+].[Na+]', 'catalyst': 'O.C1COCC1', 'product': '[F:2][C:3]1[CH:4]=[CH:5][C:6]([C:7]([CH:9]2[CH2:14][CH2:13][N:12]([C:17]([O:19][C:20]([CH3:23])([CH3:22])[CH3:21])=[O:18])[CH2:11][CH2:10]2)=[O:8])=[CH:15][CH:16]=1'}",74%
reactions_1051,"{'reactant': '[CH2:1]([N:3]([CH2:25][CH3:26])[C:4](=[O:24])[C:5]1[CH:10]=[CH:9][C:8]([C:11](=[C:18]2[CH2:23][CH2:22][NH:21][CH2:20][CH2:19]2)[C:12]2[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=2)=[CH:7][CH:6]=1)[CH3:2].[C:27](=O)([O-])[O-].[K+].[K+].CI', 'catalyst': 'C(#N)C', 'product': '[CH2:25]([N:3]([CH2:1][CH3:2])[C:4](=[O:24])[C:5]1[CH:6]=[CH:7][C:8]([C:11](=[C:18]2[CH2:23][CH2:22][N:21]([CH3:27])[CH2:20][CH2:19]2)[C:12]2[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=2)=[CH:9][CH:10]=1)[CH3:26]'}",28%
